"","ID","Release_number","interview_id","State","Family_comp_change","family_identifier","Year","head_age","head_sex","wife_age","num_child","age_youngest_child","head_marital_status","life_satisfaction","hd_occ","hd_ind","hd_wtr_unemployed","wtr_wf","hd_employ_status","wf_occ","wf_ind","hd_hrs_work_per_week","wf_wtr_unemployed","hd_housework_hrs","wf_housework_hrs","hd_wage","wf_wage","hd_health","hd_weight","hd_height","wf_health","wf_weight","wf_height","wf_race","wf_wtr_hs","wf_wtr_college","wf_highest_yr_complete","wf_religion","hd_race","hd_wtr_hs","hd_wtr_college","hd_highest_yr_complete","hd_religion","hd_change_in_marital_status","hd_edu","wf_edu"
"15481",15481,1,5441,19,0,5548,2015,47,1,46,0,0,1,2,62,417,5,1,1,201,948,0,5,8,1,40000,51000,2,240,9,3,187,3,2,1,1,4,8,2,1,5,0,8,12,16,1
"15482",15482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15483",15483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15484",15484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15485",15485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15486",15486,1,7431,19,0,5549,2015,56,2,0,0,0,3,2,0,0,5,3,0,0,0,0,0,0,12,0,0,4,245,6,0,0,0,0,0,0,0,0,2,1,1,1,8,13,0,2
"15487",15487,1,7427,19,1,5549,2015,54,2,0,0,0,4,2,460,829,5,3,0,0,0,0,0,0,20,40000,0,2,180,4,0,0,0,0,0,0,0,0,2,1,5,0,8,12,0,2
"15488",15488,1,4005,19,0,5549,2015,52,2,0,1,17,4,3,0,0,5,3,0,0,0,0,0,0,20,0,0,2,190,4,0,0,0,0,0,0,0,0,2,1,5,0,0,12,0,2
"15489",15489,1,7452,19,1,5549,2015,29,2,0,1,1,2,3,411,868,5,3,0,0,0,0,0,0,16,28000,0,2,138,5,0,0,0,0,0,0,0,0,2,1,1,2,8,14,0,2
"15490",15490,1,5888,19,0,5549,2015,28,2,0,0,0,4,3,432,829,5,3,0,0,0,0,0,0,2,50000,0,3,200,4,0,0,0,0,0,0,0,0,2,1,1,4,8,16,0,2
"15491",15491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15492",15492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15493",15493,1,5232,19,0,5549,2015,59,2,0,0,0,3,3,532,819,5,3,0,0,0,0,0,0,4,36000,0,3,150,4,0,0,0,0,0,0,0,0,2,1,1,4,8,16,0,2
"15494",15494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15495",15495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15496",15496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15497",15497,1,8376,19,0,5549,2015,35,1,34,3,8,1,1,16,639,5,1,1,201,837,0,5,8,1,50000,41000,2,210,0,2,165,3,2,1,1,4,8,1,1,1,2,8,14,16,1
"15498",15498,1,8176,19,1,5549,2015,32,1,31,4,2,1,2,275,856,5,1,1,201,837,0,5,10,5,60000,40000,2,250,2,2,176,3,2,1,1,5,8,2,1,1,2,8,14,17,1
"15499",15499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15500",15500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15501",15501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15502",15502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15503",15503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15504",15504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15505",15505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15506",15506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15507",15507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15508",15508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15509",15509,1,8255,4,0,5553,2015,86,2,0,0,0,3,0,0,0,5,3,0,0,0,0,0,0,0,0,0,5,180,4,0,0,0,0,0,0,0,0,2,1,1,4,8,16,0,2
"15510",15510,1,7195,4,0,5553,2015,57,1,44,0,0,1,2,525,948,5,1,1,240,857,0,5,3,4,9999999,9999999,2,280,0,1,150,3,7,1,1,2,8,2,1,1,3,8,15,14,1
"15511",15511,1,6876,4,0,5553,2015,56,1,63,0,0,1,3,481,699,5,1,1,263,737,0,5,2,2,3000,15000,1,250,2,1,180,5,2,1,1,4,8,2,1,1,2,8,14,16,1
"15512",15512,1,7267,4,1,5553,2015,55,1,46,2,15,1,2,263,437,5,1,1,232,786,0,5,10,5,52000,60000,2,210,0,2,200,7,2,1,1,5,8,2,1,1,2,8,14,17,1
"15513",15513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15514",15514,1,8285,4,2,5553,2015,32,1,33,2,1,1,2,12,856,5,1,1,62,798,0,1,14,5,100000,65000,3,190,1,2,155,10,2,1,1,5,8,2,1,1,5,8,17,17,5
"15515",15515,1,8741,42,5,5553,2015,30,1,0,0,0,2,3,62,738,1,2,0,0,0,0,0,0,3,9999999,0,2,210,4,0,0,0,0,0,0,0,0,2,1,1,4,8,16,0,8
"15516",15516,1,8868,4,0,5553,2015,62,1,52,0,0,1,1,0,0,5,1,1,23,787,0,5,25,30,0,92000,2,260,9,2,270,4,2,1,1,4,8,2,1,5,0,8,12,16,1
"15517",15517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15518",15518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15519",15519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15520",15520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15521",15521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15522",15522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15523",15523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15524",15524,1,6281,39,0,5559,2015,71,1,0,0,0,4,1,0,0,5,2,0,0,0,0,0,0,2,0,0,2,173,10,0,0,0,0,0,0,0,0,2,3,5,0,8,7,0,2
"15525",15525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15526",15526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15527",15527,1,5399,39,1,5559,2015,50,2,0,0,0,5,3,522,957,5,3,0,0,0,0,0,0,14,33000,0,2,165,0,0,0,0,0,0,0,0,0,2,1,1,1,8,13,0,5
"15528",15528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15529",15529,1,4608,39,0,5559,2015,33,2,0,2,8,4,1,981,987,5,3,0,0,0,0,0,0,14,9999998,0,2,130,1,0,0,0,0,0,0,0,0,2,1,1,3,8,15,0,2
"15530",15530,1,5238,46,2,5559,2015,28,1,26,0,0,1,3,143,358,5,1,1,62,358,0,5,6,6,96000,70000,3,175,11,3,220,5,2,1,1,5,8,2,1,1,4,8,16,17,5
"15531",15531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15532",15532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15533",15533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15534",15534,1,4472,39,0,5559,2015,52,2,0,0,0,4,3,0,0,1,3,0,0,0,0,0,0,2,0,0,3,284,4,0,0,0,0,0,0,0,0,2,1,1,3,8,15,0,2
"15535",15535,1,4909,39,0,5559,2015,24,2,0,0,0,2,4,422,786,5,3,0,0,0,0,0,0,20,11800,0,3,270,0,0,0,0,0,0,0,0,0,2,1,1,2,8,14,0,2
"15536",15536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15537",15537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15538",15538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15539",15539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15540",15540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15541",15541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15542",15542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15543",15543,1,2314,0,0,5560,2015,65,1,66,0,0,1,2,412,859,5,1,4,0,0,0,5,50,25,7050,0,2,0,0,3,0,0,1,1,1,3,1,2,1,5,0,8,12,15,1
"15544",15544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15545",15545,1,1686,39,0,5560,2015,60,2,0,0,0,2,3,392,768,5,3,0,0,0,0,0,0,5,8000,0,3,180,4,0,0,0,0,0,0,0,0,2,1,5,0,8,12,0,2
"15546",15546,1,4815,39,0,5560,2015,46,2,0,1,12,2,1,423,819,5,3,0,0,0,0,0,0,3,10000,0,4,180,1,0,0,0,0,0,0,0,0,2,1,5,0,8,12,0,2
"15547",15547,1,8425,39,0,5560,2015,44,1,0,2,11,4,3,470,467,5,2,0,0,0,0,0,0,15,0,0,2,242,11,0,0,0,0,0,0,0,0,2,1,5,0,8,12,0,2
"15548",15548,1,7022,32,0,5560,2015,38,1,0,0,0,1,3,420,786,5,2,0,0,0,0,0,0,10,23000,0,2,155,10,0,0,0,0,0,0,0,0,2,2,1,3,99,15,0,2
"15549",15549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15550",15550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15551",15551,1,8859,12,0,5560,2015,27,2,0,0,0,2,1,423,827,1,3,0,0,0,0,0,0,10,9999998,0,3,220,7,0,0,0,0,0,0,0,0,2,3,5,0,0,10,0,2
"15552",15552,1,222,39,1,5560,2015,23,2,0,1,1,2,2,0,0,1,3,0,0,0,0,0,0,2,0,0,2,230,4,0,0,0,0,0,0,0,0,2,3,5,0,0,7,0,2
"15553",15553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15554",15554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15555",15555,1,7629,10,0,5560,2015,41,1,44,2,12,1,2,374,947,5,1,1,82,938,0,5,20,20,58000,57000,2,188,7,2,150,5,7,1,1,4,1,2,1,1,2,8,14,16,1
"15556",15556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15557",15557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15558",15558,1,1534,39,0,5560,2015,64,1,67,0,0,2,2,422,647,1,1,6,0,0,0,5,2,1,3000,0,3,215,7,3,147,7,2,1,5,0,8,2,1,5,0,99,12,12,1
"15559",15559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15560",15560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15561",15561,1,409,45,0,5562,2015,83,2,0,0,0,3,1,0,0,5,3,0,0,0,0,0,0,12,0,0,3,155,8,0,0,0,0,0,0,0,0,2,1,5,0,8,12,0,2
"15562",15562,1,6663,45,1,5562,2015,63,2,0,0,0,4,2,540,467,5,3,0,0,0,0,0,0,24,12900,0,3,170,3,0,0,0,0,0,0,0,0,2,1,5,0,8,12,0,2
"15563",15563,1,6696,39,1,5562,2015,61,2,0,0,0,4,1,522,957,5,3,0,0,0,0,0,0,20,20500,0,3,230,6,0,0,0,0,0,0,0,0,2,1,5,0,8,12,0,2
"15564",15564,1,8993,39,0,5562,2015,32,2,0,0,0,2,2,122,938,5,3,0,0,0,0,0,0,7,48500,0,2,160,6,0,0,0,0,0,0,0,0,2,1,1,5,8,17,0,2
"15565",15565,1,8705,45,5,5562,2015,29,1,0,0,0,2,3,962,639,5,2,0,0,0,0,0,0,3,23764,0,4,164,1,0,0,0,0,0,0,0,0,2,1,5,0,8,12,0,8
"15566",15566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15567",15567,1,3246,39,0,5562,2015,67,1,62,0,0,1,2,0,0,5,1,1,263,527,0,5,12,5,0,3837,2,150,8,3,200,5,2,1,1,5,8,2,1,5,0,8,12,17,1
"15568",15568,1,7041,10,6,5562,2015,27,1,30,0,0,1,3,981,967,5,1,1,260,856,0,5,10,3,45000,5500,2,200,10,3,230,9,1,1,1,2,8,2,1,5,0,8,12,14,8
"15569",15569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15570",15570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15571",15571,1,2172,32,0,5565,2015,59,2,0,0,0,4,1,912,618,5,3,0,0,0,0,0,0,35,38000,0,3,170,3,0,0,0,0,0,0,0,0,2,1,1,2,8,14,0,2
"15572",15572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15573",15573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15574",15574,1,8234,32,0,5565,2015,50,1,0,0,0,5,3,964,237,5,2,0,0,0,0,0,0,1,22000,0,4,220,11,0,0,0,0,0,0,0,0,2,1,5,0,8,12,0,2
"15575",15575,1,5489,32,0,5565,2015,44,1,45,1,6,1,2,471,677,5,1,1,512,347,0,5,15,10,9999999,9999999,2,200,10,2,180,9,2,1,1,5,8,2,1,1,5,8,17,17,1
"15576",15576,1,5381,32,0,5565,2015,40,2,0,2,5,4,2,313,817,5,3,0,0,0,0,0,0,20,72000,0,1,145,3,0,0,0,0,0,0,0,0,2,1,1,2,8,14,0,2
"15577",15577,1,3412,32,0,5565,2015,40,2,0,0,0,2,2,11,687,5,3,0,0,0,0,0,0,20,9999999,0,1,145,5,0,0,0,0,0,0,0,0,2,1,1,5,8,17,0,2
"15578",15578,1,6240,32,0,5565,2015,42,1,50,0,0,1,1,900,497,5,1,1,485,437,0,5,10,10,55000,48000,1,218,11,1,165,8,2,1,5,0,8,2,1,5,0,8,12,12,1
"15579",15579,1,352,32,0,5565,2015,35,1,0,0,0,5,1,962,629,5,2,0,0,0,0,0,0,3,37000,0,2,135,7,0,0,0,0,0,0,0,0,2,1,1,2,8,14,0,2
"15580",15580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15581",15581,1,1524,32,0,5565,2015,64,1,63,0,0,1,2,913,629,5,1,1,350,819,0,5,10,10,13000,45000,3,210,10,3,125,9,2,1,1,3,8,2,1,1,1,8,13,15,1
"15582",15582,1,4440,32,0,5565,2015,36,2,0,2,7,5,3,841,167,5,3,0,0,0,0,0,0,4,20000,0,4,180,3,0,0,0,0,0,0,0,0,2,1,5,0,8,12,0,2
"15583",15583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15584",15584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15585",15585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15586",15586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15587",15587,1,8127,42,1,5566,2015,41,1,38,3,9,1,2,874,37,5,1,1,360,817,0,5,70,0,95000,0,2,185,5,1,135,3,2,1,1,3,8,2,1,5,0,8,12,15,1
"15588",15588,1,4204,32,1,5566,2015,43,1,47,1,15,1,1,104,687,5,1,6,570,817,0,5,30,10,97000,5000,1,160,9,2,175,6,2,1,5,0,8,2,1,1,4,8,16,12,1
"15589",15589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15590",15590,1,270,32,0,5566,2015,73,1,62,0,0,1,2,642,77,5,1,4,0,0,0,5,15,0,500,0,2,210,10,3,0,3,2,1,1,4,97,2,1,1,2,97,14,16,1
