"","ID","Release_number","interview_id","State","Family_comp_change","family_identifier","Year","head_age","head_sex","wife_age","num_child","age_youngest_child","head_marital_status","life_satisfaction","hd_occ","hd_ind","hd_wtr_unemployed","wtr_wf","hd_employ_status","wf_occ","wf_ind","hd_hrs_work_per_week","wf_wtr_unemployed","hd_housework_hrs","wf_housework_hrs","hd_wage","wf_wage","hd_health","hd_weight","hd_height","wf_health","wf_weight","wf_height","wf_race","wf_wtr_hs","wf_wtr_college","wf_highest_yr_complete","wf_religion","hd_race","hd_wtr_hs","hd_wtr_college","hd_highest_yr_complete","hd_religion","hd_change_in_marital_status","hd_edu","wf_edu"
"1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",5,1,8474,41,1,4,2015,57,2,0,0,0,4,3,0,0,5,3,0,0,0,0,0,0,10,0,0,4,150,2,0,0,0,0,0,0,0,0,1,2,5,0,8,11,0,2
"6",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",8,1,1428,41,3,4,2015,41,2,0,0,0,5,1,0,0,5,3,0,0,0,0,0,0,40,0,0,3,160,2,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,3
"9",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",10,1,4738,15,1,4,2015,39,1,0,0,0,2,3,620,77,5,2,0,0,0,0,0,0,1,32000,0,2,175,8,0,0,0,0,0,0,0,0,1,2,5,0,8,10,0,2
"11",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",27,1,6780,41,0,4,2015,38,1,36,2,6,1,3,31,868,5,1,1,31,868,0,1,2,2,26000,9000,4,210,9,4,135,7,1,1,1,0,8,1,1,1,1,8,13,12,1
"28",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",29,1,7304,41,0,4,2015,34,1,25,2,3,1,4,964,407,1,1,5,411,868,0,5,10,1,26000,0,4,160,9,3,160,4,1,1,1,0,0,1,3,5,0,0,11,12,1
"30",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",31,1,3252,41,4,4,2015,33,1,30,2,6,1,2,620,77,5,1,1,500,707,0,5,8,4,9999999,26000,1,180,11,1,135,7,1,2,5,0,0,1,1,5,0,0,12,9,5
"32",32,1,1032,41,9,4,2015,61,2,0,0,0,4,0,0,0,5,3,0,0,0,0,0,0,2,0,0,5,145,6,0,0,0,0,0,0,0,0,1,2,1,9,8,99,0,8
"33",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",35,1,1616,41,0,5,2015,52,1,50,0,0,1,2,470,538,5,1,5,0,0,0,5,1,1,32928,0,3,175,0,4,165,11,1,1,1,1,8,1,1,5,0,8,12,13,1
"36",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",37,1,8520,41,1,5,2015,48,1,43,0,0,4,2,562,538,5,1,1,470,497,0,5,30,0,3500,11000,5,200,3,2,220,7,1,1,5,0,1,1,3,5,0,8,10,12,1
"38",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",39,1,7098,41,8,5,2015,20,1,0,0,0,2,3,425,777,1,2,0,0,0,0,0,0,10,4000,0,3,220,7,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,8
"40",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",46,1,587,41,1,5,2015,59,1,49,0,0,3,2,913,779,5,1,5,0,0,0,5,30,4,31000,0,2,184,1,4,380,0,1,1,5,0,8,1,3,5,0,8,10,12,1
"47",47,1,2571,41,4,5,2015,37,1,30,1,6,2,3,814,57,5,1,1,341,507,0,5,8,2,50000,30000,3,150,10,3,130,7,1,1,1,0,8,1,1,5,0,8,12,12,5
"48",48,1,987,41,4,5,2015,64,1,69,0,0,4,3,0,0,5,1,4,0,0,0,5,12,1,0,0,5,250,0,5,188,7,1,3,5,0,8,1,3,5,0,8,9,10,5
"49",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",50,1,1989,12,0,6,2015,93,2,0,0,0,3,8,0,0,5,3,0,0,0,0,0,0,0,0,0,8,998,4,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,2
"51",51,1,3220,24,0,6,2015,60,1,59,0,0,1,1,43,219,5,1,1,492,707,0,5,25,7,160000,0,2,225,3,2,150,4,1,1,1,4,8,1,1,1,5,8,17,16,1
"52",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",54,1,7525,9,1,6,2015,34,1,32,3,1,1,1,980,968,5,1,2,142,729,0,5,30,30,115000,14000,1,220,1,1,180,11,1,1,1,4,1,1,1,1,5,8,17,16,1
"55",55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",56,1,2679,26,0,6,2015,30,1,0,0,0,2,2,325,18,5,2,0,0,0,0,0,0,1,110000,0,2,200,2,0,0,0,0,0,0,0,0,1,1,1,5,8,17,0,2
"57",57,1,3130,12,0,6,2015,70,1,66,0,0,1,3,624,477,5,1,1,883,507,0,5,4,4,15000,9999999,4,225,10,3,999,6,1,1,1,1,8,1,3,5,0,0,11,13,1
"58",58,1,2184,12,0,6,2015,41,1,42,3,8,1,2,12,229,5,1,1,313,819,0,5,14,4,140120,96000,1,160,10,1,135,6,1,1,1,4,0,1,1,1,4,0,16,16,1
"59",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",61,1,48,34,0,7,2015,60,1,0,0,0,5,3,0,0,5,2,0,0,0,0,0,0,30,0,0,5,259,4,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,2
"62",62,1,2000,34,1,7,2015,59,2,0,0,0,4,2,402,827,5,3,0,0,0,0,0,0,8,30000,0,2,200,11,0,0,0,0,0,0,0,0,1,3,5,0,8,9,0,2
"63",63,1,2782,34,0,7,2015,57,1,34,3,5,4,2,0,0,5,1,1,912,618,0,1,40,10,0,19000,3,211,11,2,185,5,1,1,5,0,8,1,3,5,0,8,11,12,1
"64",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",65,1,2733,34,1,7,2015,41,1,41,1,16,1,2,913,617,5,1,1,423,859,0,1,3,0,63243,2871,3,330,9,3,261,0,1,1,5,0,0,1,3,5,0,0,11,12,1
"66",66,1,1121,34,2,7,2015,40,1,0,0,0,4,3,913,409,1,2,0,0,0,0,0,0,8,600,0,3,195,9,0,0,0,0,0,0,0,0,1,3,5,0,0,11,0,4
"67",67,1,3442,34,0,7,2015,40,2,0,0,0,4,3,360,817,1,3,0,0,0,0,0,0,2,15000,0,3,145,5,0,0,0,0,0,0,0,0,1,3,5,0,8,11,0,2
"68",68,1,4593,34,1,7,2015,38,1,36,0,0,1,1,720,469,5,1,6,0,0,0,5,20,10,30182,0,3,174,5,3,225,4,1,2,1,2,0,1,3,5,0,0,10,14,1
"69",69,1,3959,34,1,7,2015,34,2,0,4,5,5,1,411,868,1,3,0,0,0,0,0,0,15,0,0,2,240,5,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,2
"70",70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",71,1,7746,34,1,7,2015,32,1,26,0,0,1,1,485,428,5,1,1,425,777,0,5,1,2,14000,12000,4,135,4,4,140,11,1,1,5,0,0,1,1,5,0,8,12,12,1
"72",72,1,5421,34,2,7,2015,27,1,0,0,0,2,4,425,777,1,2,0,0,0,0,0,0,0,9999998,0,3,160,10,0,0,0,0,0,0,0,0,1,1,5,0,0,12,0,3
"73",73,1,6262,34,0,7,2015,23,1,24,0,0,1,2,721,617,5,1,3,402,868,0,5,15,10,21000,10500,3,164,9,3,130,6,1,1,5,0,0,1,1,1,2,0,14,12,1
"74",74,1,8170,34,2,7,2015,24,1,22,1,1,2,2,853,377,5,1,1,360,817,0,5,35,0,20000,23000,4,245,2,3,190,1,1,1,5,0,8,1,3,5,0,1,10,12,5
"75",75,1,5709,34,0,7,2015,22,1,0,0,0,2,3,425,777,1,2,0,0,0,0,0,0,5,150,0,4,220,11,0,0,0,0,0,0,0,0,1,3,5,0,99,9,0,2
"76",76,1,3856,34,5,7,2015,22,2,0,2,1,2,3,423,859,5,3,0,0,0,0,0,0,15,2400,0,5,204,0,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,8
"77",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",79,1,6213,34,0,7,2015,45,1,41,1,13,1,1,961,878,5,1,3,474,907,0,5,3,1,13000,10400,3,100,0,3,160,2,1,3,5,0,8,1,3,5,0,8,99,11,1
"80",80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",82,1,8150,34,3,7,2015,31,2,0,3,5,5,3,402,868,1,3,0,0,0,0,0,0,75,470,0,4,135,4,0,0,0,0,0,0,0,0,1,3,5,0,0,11,0,3
"83",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",84,1,3786,34,0,7,2015,26,1,25,2,3,1,1,913,617,5,1,6,0,0,0,5,5,0,170000,0,2,280,1,2,130,1,1,1,5,0,8,1,1,5,0,0,12,12,1
"85",85,1,1156,34,1,7,2015,53,1,43,2,9,1,1,0,0,5,1,5,0,0,0,5,2,0,0,0,4,150,9,4,147,3,1,1,5,0,8,1,1,5,0,99,12,12,1
"86",86,1,7575,34,1,7,2015,22,1,21,2,1,1,3,800,288,5,1,6,460,847,0,5,25,5,45000,6000,4,180,2,4,140,3,1,1,5,0,0,1,1,5,0,0,12,12,1
"87",87,1,6743,12,8,7,2015,23,1,19,0,0,2,3,562,489,5,1,3,423,827,0,1,5,3,9999998,9999998,1,215,6,1,170,1,1,1,5,0,0,1,1,5,0,0,12,12,8
"88",88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",89,1,698,32,0,10,2015,71,2,0,0,0,4,2,275,916,5,3,0,0,0,0,0,0,2,3600,0,3,188,3,0,0,0,0,0,0,0,0,2,1,1,3,8,15,0,2
"90",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",91,1,6871,32,1,10,2015,51,2,0,1,5,4,2,461,829,1,3,0,0,0,0,0,0,10,25000,0,2,170,5,0,0,0,0,0,0,0,0,2,1,1,2,8,14,0,2
"92",92,1,1443,32,0,10,2015,49,1,0,0,0,2,3,425,777,5,2,0,0,0,0,0,0,6,4200,0,3,140,7,0,0,0,0,0,0,0,0,2,1,1,2,8,14,0,2
"93",93,1,227,32,0,10,2015,68,1,53,0,0,1,2,0,0,5,1,5,0,0,0,5,5,5,0,0,4,240,7,4,190,6,2,3,5,0,8,2,1,1,2,8,14,11,1
"94",94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",95,1,833,32,1,10,2015,39,1,0,0,0,2,4,0,0,5,2,0,0,0,0,0,0,80,0,0,5,240,7,0,0,0,0,0,0,0,0,2,2,5,0,8,11,0,2
"96",96,1,5033,32,3,10,2015,24,2,0,1,3,2,1,380,947,5,3,0,0,0,0,0,0,14,30000,0,2,190,4,0,0,0,0,0,0,0,0,2,1,1,1,8,13,0,3
"97",97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",100,1,5006,32,0,10,2015,48,1,44,1,9,1,3,2,539,5,1,1,305,538,0,5,20,10,44050,120000,2,210,9,3,139,4,2,1,1,5,8,2,1,1,4,8,16,17,1
"101",101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",103,1,1264,4,0,11,2015,96,2,0,0,0,3,4,0,0,5,3,0,0,0,0,0,0,5,0,0,2,130,4,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,2
"104",104,1,187,4,0,11,2015,62,1,0,0,0,4,2,0,0,5,2,0,0,0,0,0,0,10,0,0,3,185,11,0,0,0,0,0,0,0,0,1,1,1,2,0,14,0,2
"105",105,1,431,50,2,13,2015,86,1,0,0,0,3,3,0,0,5,2,0,0,0,0,0,0,5,0,0,3,162,7,0,0,0,0,0,0,0,0,1,3,5,0,1,10,0,4
"106",106,1,2072,50,0,13,2015,64,2,0,0,0,4,2,0,0,5,3,0,0,0,0,0,0,20,0,0,5,175,3,0,0,0,0,0,0,0,0,1,1,1,3,99,15,0,2
"107",107,1,6113,50,3,13,2015,37,2,0,1,12,5,2,233,786,5,3,0,0,0,0,0,0,15,50000,0,2,135,2,0,0,0,0,0,0,0,0,1,1,1,5,0,17,0,3
"108",108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",109,1,276,50,0,13,2015,66,1,63,0,0,1,2,0,0,5,1,4,0,0,0,5,25,20,0,0,3,208,0,3,150,0,1,1,1,1,1,1,1,1,2,8,14,13,1
"110",110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
