"","Release_number","interview_id","State","Family_comp_change","family_identifier","Year","head_age","head_sex","wife_age","num_child","age_youngest_child","head_marital_status","life_satisfaction","hd_occ","hd_ind","hd_wtr_unemployed","wtr_wf","hd_employ_status","wf_occ","wf_ind","hd_hrs_work_per_week","wf_wtr_unemployed","hd_housework_hrs","wf_housework_hrs","hd_wage","wf_wage","hd_health","hd_weight","hd_height","wf_health","wf_weight","wf_height","wf_race","wf_wtr_hs","wf_wtr_college","wf_highest_yr_complete","wf_religion","hd_race","hd_wtr_hs","hd_wtr_college","hd_highest_yr_complete","hd_religion","hd_change_in_marital_status","hd_edu","wf_edu","hd_adj_income"
"97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",1,5006,32,0,10,2015,48,1,44,1,9,1,3,2,539,5,1,1,305,538,0,5,20,10,44050,120000,2,210,9,3,139,4,2,1,1,5,8,2,1,1,4,8,16,17,1,20138.4497895988
"101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",1,1264,4,0,11,2015,96,2,0,0,0,3,4,0,0,5,3,0,0,0,0,0,0,5,0,0,2,130,4,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,2,0
"104",1,187,4,0,11,2015,62,1,0,0,0,4,2,0,0,5,2,0,0,0,0,0,0,10,0,0,3,185,11,0,0,0,0,0,0,0,0,1,1,1,2,0,14,0,2,0
"105",1,431,50,2,13,2015,86,1,0,0,0,3,3,0,0,5,2,0,0,0,0,0,0,5,0,0,3,162,7,0,0,0,0,0,0,0,0,1,3,5,0,1,10,0,4,0
"106",1,2072,50,0,13,2015,64,2,0,0,0,4,2,0,0,5,3,0,0,0,0,0,0,20,0,0,5,175,3,0,0,0,0,0,0,0,0,1,1,1,3,99,15,0,2,0
"107",1,6113,50,3,13,2015,37,2,0,1,12,5,2,233,786,5,3,0,0,0,0,0,0,15,50000,0,2,135,2,0,0,0,0,0,0,0,0,1,1,1,5,0,17,0,3,22858.6263219056
"108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",1,276,50,0,13,2015,66,1,63,0,0,1,2,0,0,5,1,4,0,0,0,5,25,20,0,0,3,208,0,3,150,0,1,1,1,1,1,1,1,1,2,8,14,13,1,0
"110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",1,3257,4,0,14,2015,51,1,48,0,0,1,2,0,0,5,1,5,0,0,0,5,14,14,0,0,3,260,0,5,110,3,1,1,5,0,0,1,3,5,0,0,11,12,1,0
"116",1,4735,4,2,14,2015,29,1,30,2,7,1,2,962,377,5,1,6,0,0,0,5,28,15,60000,0,2,185,8,2,130,3,1,1,1,2,8,1,1,1,2,0,14,14,5,27430.3515862867
"117",1,7731,4,1,14,2015,27,2,0,1,3,2,3,422,769,5,3,0,0,0,0,0,0,10,9600,0,4,165,8,0,0,0,0,0,0,0,0,1,1,5,0,0,12,0,5,4388.85625380588
"118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",1,2839,4,0,14,2015,53,1,58,0,0,1,1,232,786,5,1,1,43,19,0,5,15,10,70000,28000,1,180,0,1,130,6,1,1,1,2,99,3,1,1,5,99,17,14,1,32002.0768506679
"120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",1,237,4,0,16,2015,77,2,0,0,0,4,2,0,0,5,3,0,0,0,0,0,0,0,0,0,3,999,1,0,0,0,0,0,0,0,0,1,1,1,1,8,13,0,2,0
"124",1,684,27,0,16,2015,53,2,0,0,0,4,2,460,847,5,3,0,0,0,0,0,0,2,19000,0,2,200,4,0,0,0,0,0,0,0,0,1,2,1,5,8,17,0,2,8686.27800232413
"125",1,4663,4,0,16,2015,52,1,52,1,17,1,2,420,916,5,1,6,0,0,0,5,18,24,6000,0,2,165,5,3,185,3,3,1,1,3,8,1,2,1,1,8,13,15,1,2743.03515862867
"126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",1,6761,4,8,16,2015,57,1,48,1,16,1,2,413,866,5,1,1,330,729,0,5,10,4,48000,52000,1,180,2,3,130,2,1,1,1,4,1,1,1,1,2,1,14,16,8,21944.2812690294
"128",1,7093,27,8,16,2015,41,1,35,10,1,1,1,913,617,1,1,6,0,0,0,5,100,0,20500,0,3,195,0,3,160,6,1,1,1,1,8,1,2,1,5,8,17,13,8,9372.0367919813
"129",1,8487,4,0,16,2015,25,1,0,0,0,2,3,490,838,1,2,0,0,0,0,0,0,0,1750,0,1,160,6,0,0,0,0,0,0,0,0,3,3,1,0,99,12,0,2,800.051921266697
"130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",1,3464,32,0,16,2015,35,1,31,2,5,1,1,790,389,5,1,1,476,538,0,5,20,5,40000,23000,2,190,0,2,120,7,1,1,1,0,8,1,1,1,2,8,14,12,1,18286.9010575245
"132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",1,825,4,0,18,2015,93,2,0,0,0,3,0,0,0,5,3,0,0,0,0,0,0,0,0,0,4,185,6,0,0,0,0,0,0,0,0,1,1,5,0,0,12,0,2,0
"134",1,545,27,0,18,2015,58,1,53,0,0,1,2,913,617,5,1,1,560,819,0,5,10,25,49500,45800,2,196,0,2,140,6,1,1,5,0,99,1,1,5,0,8,12,12,1,22630.0400586866
"135",1,324,4,0,18,2015,61,1,61,0,0,1,2,22,77,5,1,1,201,819,0,5,16,12,0,64500,2,192,0,2,125,6,1,1,1,5,8,1,1,5,0,8,12,17,1,0
"136",1,1827,4,0,18,2015,62,1,0,0,0,4,2,612,19,1,2,0,0,0,0,0,0,20,30000,0,3,235,11,0,0,0,0,0,0,0,0,1,1,5,0,0,12,0,2,13715.1757931434
"137",1,30,4,2,18,2015,67,1,0,0,0,5,5,0,0,5,2,0,0,0,0,0,0,40,0,0,2,200,8,0,0,0,0,0,0,0,0,1,1,1,1,8,13,0,3,0
"138",1,7314,4,0,18,2015,42,1,46,3,9,1,2,21,18,5,1,1,232,786,0,5,8,1,0,45000,3,195,8,2,121,7,1,1,1,5,1,1,1,1,3,8,15,17,1,0
"139",1,879,37,0,18,2015,42,2,0,1,17,3,1,555,637,5,3,0,0,0,0,0,0,10,52000,0,1,145,7,0,0,0,0,0,0,0,0,1,9,1,2,8,99,0,2,23772.9713747818
"140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",1,5223,4,5,18,2015,19,1,0,0,0,2,2,562,426,5,2,0,0,0,0,0,0,6,5000,0,1,165,7,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,8,2285.86263219056
"145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",1,4651,4,1,18,2015,39,1,40,4,3,1,3,632,77,5,1,6,0,0,0,5,56,2,72000,0,2,190,11,3,165,8,1,1,1,3,1,1,1,1,0,8,12,15,1,32916.4219035441
"152",1,1431,27,8,18,2015,31,1,34,2,1,1,2,561,429,1,1,5,0,0,0,5,10,20,16000,0,1,250,3,2,150,4,9,1,5,0,99,9,1,5,0,99,12,12,1,7314.7604230098
"153",1,3368,27,0,18,2015,38,1,35,2,7,1,1,2,397,5,1,1,12,697,0,5,15,10,95000,102000,2,170,11,2,125,8,1,1,1,5,8,1,1,1,4,1,16,17,1,43431.3900116207
"154",1,1099,42,8,18,2015,36,1,29,2,1,1,2,385,947,5,1,1,62,758,0,5,8,4,80000,43000,2,180,8,3,160,5,1,1,1,2,8,1,1,1,2,1,14,14,8,36573.802115049
"155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",1,5464,4,0,19,2015,82,2,0,0,0,3,1,0,0,5,3,0,0,0,0,0,0,0,0,0,4,150,2,0,0,0,0,0,0,0,0,1,1,1,2,8,14,0,2,0
"157",1,451,4,0,19,2015,63,1,0,0,0,2,2,613,27,5,2,0,0,0,0,0,0,1,0,0,1,290,6,0,0,0,0,0,0,0,0,1,1,5,0,0,12,0,2,0
"158",1,267,4,0,19,2015,62,2,0,0,0,3,3,0,0,5,3,0,0,0,0,0,0,10,0,0,4,200,7,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,2,0
"159",1,8710,4,3,19,2015,33,2,0,1,2,5,4,513,859,1,3,0,0,0,0,0,0,20,18840,0,2,150,5,0,0,0,0,0,0,0,0,1,1,1,0,0,12,0,3,8613.13039809404
"160",1,3264,4,1,19,2015,33,2,0,0,0,5,3,472,538,1,3,0,0,0,0,0,0,25,11530,0,3,240,2,0,0,0,0,0,0,0,0,1,1,1,3,8,15,0,5,5271.19922983144
"161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",1,140,9,0,22,2015,82,2,0,0,0,4,2,0,0,5,3,0,0,0,0,0,0,0,0,0,2,173,0,0,0,0,0,0,0,0,0,2,3,5,0,8,10,0,2,0
"165",1,669,9,0,22,2015,57,2,0,0,0,4,1,254,786,5,3,0,0,0,0,0,0,8,20000,0,1,218,6,0,0,0,0,0,0,0,0,2,1,1,1,8,13,0,2,9143.45052876225
"166",1,3559,9,0,22,2015,50,1,0,0,0,4,1,636,77,5,2,0,0,0,0,0,0,20,45000,0,1,200,7,0,0,0,0,0,0,0,0,2,1,5,0,8,12,0,2,20572.7636897151
"167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",1,5337,9,1,22,2015,50,2,0,2,1,4,4,481,699,5,3,0,0,0,0,0,0,8,49000,0,2,185,2,0,0,0,0,0,0,0,0,2,1,1,2,8,14,0,2,22401.4537954675
"169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",1,2434,9,8,22,2015,41,2,0,3,6,4,2,313,819,5,3,0,0,0,0,0,0,2,80000,0,2,280,3,0,0,0,0,0,0,0,0,2,1,1,2,8,14,0,8,36573.802115049
"171",1,1342,9,2,22,2015,23,1,22,1,1,1,4,962,417,5,1,1,254,786,0,5,10,5,40000,18000,2,165,9,3,240,6,2,1,1,1,8,2,1,1,2,8,14,13,5,18286.9010575245
"172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",1,481,4,0,23,2015,64,2,0,0,0,4,3,35,827,1,3,0,0,0,0,0,0,2,82000,0,2,165,4,0,0,0,0,0,0,0,0,1,1,1,4,0,16,0,2,37488.1471679252
"174",1,8988,4,0,23,2015,46,2,0,0,0,2,2,485,447,5,3,0,0,0,0,0,0,2,100000,0,2,140,4,0,0,0,0,0,0,0,0,1,1,1,4,8,16,0,2,45717.2526438112
"175",1,2836,4,0,23,2015,44,1,34,3,2,1,2,0,0,5,1,1,401,868,0,5,21,21,0,72000,2,150,11,3,153,4,1,1,1,3,99,1,1,1,1,0,13,15,1,0
"176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",1,7211,15,0,37,2015,68,1,68,0,0,1,2,0,0,5,1,4,0,0,0,5,20,7,0,0,4,165,11,2,125,3,1,1,1,4,8,1,1,1,4,8,16,16,1,0
"184",1,1778,24,0,38,2015,69,1,68,0,0,1,2,21,18,5,1,4,313,948,0,5,23,0,0,6000,2,260,2,3,175,8,1,1,1,2,8,1,1,1,4,8,16,14,1,0
"185",1,63,24,0,39,2015,69,1,67,0,0,1,2,43,389,5,1,1,260,527,0,5,25,2,0,9999999,2,205,10,2,120,2,1,1,1,4,8,1,1,1,4,8,16,16,1,0
"186",1,95,24,0,39,2015,47,2,0,0,0,4,2,833,179,5,3,0,0,0,0,0,0,1,9999999,0,2,115,4,0,0,0,0,0,0,0,0,1,1,5,0,8,12,0,2,4571724.8072086
"187",1,5050,24,1,39,2015,45,1,43,1,14,1,2,371,947,5,1,1,143,347,0,5,20,20,72400,51000,1,200,0,2,155,3,1,1,1,4,8,1,1,1,3,8,15,16,1,33099.2909141193
"188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",1,1518,15,0,39,2015,43,1,0,0,0,2,1,71,739,5,2,0,0,0,0,0,0,1,250000,0,1,160,7,0,0,0,0,0,0,0,0,4,1,1,4,99,16,0,2,114293.131609528
"190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",1,8478,4,8,39,2015,47,1,46,2,13,1,1,642,77,5,1,1,423,769,0,1,3,2,40000,20000,1,210,2,1,110,0,4,1,1,4,8,1,1,1,5,8,17,16,8,18286.9010575245
"194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",1,43,14,0,40,2015,81,2,0,0,0,3,3,0,0,5,3,0,0,0,0,0,0,3,0,0,2,165,1,0,0,0,0,0,0,0,0,1,1,5,0,1,12,0,2,0
"196",1,6205,14,0,40,2015,55,1,54,0,0,1,3,721,608,5,1,1,586,819,0,5,8,1,90000,36000,3,230,9,3,220,2,1,1,1,2,8,1,1,5,0,8,12,14,1,41145.5273794301
"197",1,471,14,0,40,2015,53,2,0,0,0,4,3,0,0,5,3,0,0,0,0,0,0,4,0,0,3,230,6,0,0,0,0,0,0,0,0,1,2,5,0,1,5,0,2,0
"198",1,2380,14,0,40,2015,52,2,0,0,0,4,2,70,959,5,3,0,0,0,0,0,0,3,85000,0,4,167,8,0,0,0,0,0,0,0,0,1,1,1,5,1,17,0,2,38859.6647472395
"199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",1,1148,14,0,40,2015,33,2,0,0,0,2,3,472,539,1,3,0,0,0,0,0,0,14,580,0,3,275,11,0,0,0,0,0,0,0,0,1,2,5,0,8,8,0,2,265.160065334105
"202",1,7466,14,0,40,2015,32,1,0,0,0,4,3,143,307,5,2,0,0,0,0,0,0,0,53000,0,2,170,9,0,0,0,0,0,0,0,0,1,1,1,5,0,17,0,2,24230.14390122
"203",1,8954,14,2,40,2015,29,1,0,0,0,5,2,770,239,5,2,0,0,0,0,0,0,14,45000,0,3,165,8,0,0,0,0,0,0,0,0,1,3,5,0,8,10,0,3,20572.7636897151
"204",1,8356,14,0,40,2015,28,1,0,0,0,2,2,233,786,5,2,0,0,0,0,0,0,1,46000,0,2,165,8,0,0,0,0,0,0,0,0,1,1,1,5,0,17,0,2,21029.9362161532
"205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",1,7541,37,0,40,2015,45,1,47,0,0,1,2,102,689,5,1,1,232,786,0,5,6,4,91000,62000,2,207,5,2,170,11,1,1,1,5,8,1,1,5,0,8,12,17,1,41602.6999058682
"208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
